siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
85,大城,彰化縣,14,溫度,AMB_TEMP,℃,"2024-10-01 00:00",29.2
85,大城,彰化縣,23,雨量,RAINFALL,mm,"2024-10-01 00:00",0
85,大城,彰化縣,31,甲烷,CH4,ppm,"2024-10-01 00:00",2.13
85,大城,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-10-01 00:00",10
85,大城,彰化縣,38,相對濕度,RH,%,"2024-10-01 00:00",94
85,大城,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-10-01 00:00",0.3
85,大城,彰化縣,144,小時風向值,WD_HR,degrees,"2024-10-01 00:00",113
85,大城,彰化縣,7,二氧化氮,NO2,ppb,"2024-10-01 00:00",3.2
34,線西,彰化縣,38,相對濕度,RH,%,"2024-10-01 00:00",88
34,線西,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-10-01 00:00",1.7
34,線西,彰化縣,144,小時風向值,WD_HR,degrees,"2024-10-01 00:00",168
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2024-10-01 00:00",0
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2024-10-01 00:00",0.23
35,二林,彰化縣,3,臭氧,O3,ppb,"2024-10-01 00:00",10.5
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-10-01 00:00",49
35,二林,彰化縣,5,氮氧化物,NOx,ppb,"2024-10-01 00:00",6.9
34,線西,彰化縣,3,臭氧,O3,ppb,"2024-10-01 01:00",33.9
34,線西,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-10-01 01:00",62
34,線西,彰化縣,5,氮氧化物,NOx,ppb,"2024-10-01 01:00",9.7
34,線西,彰化縣,6,一氧化氮,NO,ppb,"2024-10-01 01:00",0.3
34,線西,彰化縣,7,二氧化氮,NO2,ppb,"2024-10-01 01:00",9.4
34,線西,彰化縣,8,總碳氫化物,THC,ppm,"2024-10-01 01:00",2.39
34,線西,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-10-01 01:00",0.12
34,線西,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-10-01 01:00",2
34,線西,彰化縣,11,風向,WIND_DIREC,degrees,"2024-10-01 01:00",171
34,線西,彰化縣,14,溫度,AMB_TEMP,℃,"2024-10-01 01:00",29.4
34,線西,彰化縣,23,雨量,RAINFALL,mm,"2024-10-01 01:00",0
33,彰化,彰化縣,7,二氧化氮,NO2,ppb,"2024-10-01 01:00",6.1
33,彰化,彰化縣,6,一氧化氮,NO,ppb,"2024-10-01 01:00",0.4
33,彰化,彰化縣,5,氮氧化物,NOx,ppb,"2024-10-01 01:00",6.5
34,線西,彰化縣,31,甲烷,CH4,ppm,"2024-10-01 01:00",2.27
33,彰化,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-10-01 01:00",48
33,彰化,彰化縣,8,總碳氫化物,THC,ppm,"2024-10-01 01:00",2.31
33,彰化,彰化縣,3,臭氧,O3,ppb,"2024-10-01 01:00",40.5
33,彰化,彰化縣,2,一氧化碳,CO,ppm,"2024-10-01 01:00",0.24
33,彰化,彰化縣,1,二氧化硫,SO2,ppb,"2024-10-01 01:00",1.9
34,線西,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-10-01 01:00",29
34,線西,彰化縣,38,相對濕度,RH,%,"2024-10-01 01:00",89
34,線西,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-10-01 01:00",1
34,線西,彰化縣,144,小時風向值,WD_HR,degrees,"2024-10-01 01:00",154
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2024-10-01 01:00",0.2
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2024-10-01 01:00",0.27
35,二林,彰化縣,3,臭氧,O3,ppb,"2024-10-01 01:00",15.1
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-10-01 01:00",59
35,二林,彰化縣,5,氮氧化物,NOx,ppb,"2024-10-01 01:00",8.3
35,二林,彰化縣,6,一氧化氮,NO,ppb,"2024-10-01 01:00",1.5
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2024-10-01 01:00",6.8
35,二林,彰化縣,8,總碳氫化物,THC,ppm,"2024-10-01 01:00",2.78
35,二林,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-10-01 01:00",0.05
35,二林,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-10-01 01:00",1.5
35,二林,彰化縣,11,風向,WIND_DIREC,degrees,"2024-10-01 01:00",84
35,二林,彰化縣,14,溫度,AMB_TEMP,℃,"2024-10-01 01:00",28.4
35,二林,彰化縣,23,雨量,RAINFALL,mm,"2024-10-01 01:00",0
35,二林,彰化縣,31,甲烷,CH4,ppm,"2024-10-01 01:00",2.73
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-10-01 01:00",22
35,二林,彰化縣,38,相對濕度,RH,%,"2024-10-01 01:00",100
34,線西,彰化縣,2,一氧化碳,CO,ppm,"2024-10-01 01:00",0.3
34,線西,彰化縣,1,二氧化硫,SO2,ppb,"2024-10-01 01:00",1.5
33,彰化,彰化縣,144,小時風向值,WD_HR,degrees,"2024-10-01 01:00",197
33,彰化,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-10-01 01:00",1.3
33,彰化,彰化縣,38,相對濕度,RH,%,"2024-10-01 01:00",85
33,彰化,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-10-01 01:00",28
33,彰化,彰化縣,31,甲烷,CH4,ppm,"2024-10-01 01:00",2.27
33,彰化,彰化縣,23,雨量,RAINFALL,mm,"2024-10-01 01:00",0
33,彰化,彰化縣,14,溫度,AMB_TEMP,℃,"2024-10-01 01:00",29.7
33,彰化,彰化縣,11,風向,WIND_DIREC,degrees,"2024-10-01 01:00",200
33,彰化,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-10-01 01:00",1.5
33,彰化,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-10-01 01:00",0.03
35,二林,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-10-01 01:00",1
35,二林,彰化縣,144,小時風向值,WD_HR,degrees,"2024-10-01 01:00",84
85,大城,彰化縣,1,二氧化硫,SO2,ppb,"2024-10-01 01:00",0.7
85,大城,彰化縣,2,一氧化碳,CO,ppm,"2024-10-01 01:00",0.11
85,大城,彰化縣,3,臭氧,O3,ppb,"2024-10-01 01:00",11.4
85,大城,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-10-01 01:00",27
85,大城,彰化縣,5,氮氧化物,NOx,ppb,"2024-10-01 01:00",5.3
85,大城,彰化縣,6,一氧化氮,NO,ppb,"2024-10-01 01:00",1.1
85,大城,彰化縣,7,二氧化氮,NO2,ppb,"2024-10-01 01:00",4.2
85,大城,彰化縣,8,總碳氫化物,THC,ppm,"2024-10-01 01:00",2.41
85,大城,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-10-01 01:00",0.02
85,大城,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-10-01 01:00",0.4
85,大城,彰化縣,11,風向,WIND_DIREC,degrees,"2024-10-01 01:00",116
85,大城,彰化縣,14,溫度,AMB_TEMP,℃,"2024-10-01 01:00",29
85,大城,彰化縣,23,雨量,RAINFALL,mm,"2024-10-01 01:00",0
85,大城,彰化縣,31,甲烷,CH4,ppm,"2024-10-01 01:00",2.39
85,大城,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-10-01 01:00",9
85,大城,彰化縣,38,相對濕度,RH,%,"2024-10-01 01:00",96
85,大城,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-10-01 01:00",0.7
85,大城,彰化縣,144,小時風向值,WD_HR,degrees,"2024-10-01 01:00",123
33,彰化,彰化縣,14,溫度,AMB_TEMP,℃,"2024-10-01 02:00",29.4
33,彰化,彰化縣,1,二氧化硫,SO2,ppb,"2024-10-01 02:00",1.4
33,彰化,彰化縣,2,一氧化碳,CO,ppm,"2024-10-01 02:00",0.25
33,彰化,彰化縣,3,臭氧,O3,ppb,"2024-10-01 02:00",35.9
33,彰化,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-10-01 02:00",43
33,彰化,彰化縣,5,氮氧化物,NOx,ppb,"2024-10-01 02:00",5.5
33,彰化,彰化縣,6,一氧化氮,NO,ppb,"2024-10-01 02:00",0.5
33,彰化,彰化縣,7,二氧化氮,NO2,ppb,"2024-10-01 02:00",5
33,彰化,彰化縣,8,總碳氫化物,THC,ppm,"2024-10-01 02:00",2.38
33,彰化,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-10-01 02:00",0.05
33,彰化,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-10-01 02:00",1.3
33,彰化,彰化縣,11,風向,WIND_DIREC,degrees,"2024-10-01 02:00",205
33,彰化,彰化縣,23,雨量,RAINFALL,mm,"2024-10-01 02:00",0
33,彰化,彰化縣,31,甲烷,CH4,ppm,"2024-10-01 02:00",2.33
33,彰化,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-10-01 02:00",23
33,彰化,彰化縣,38,相對濕度,RH,%,"2024-10-01 02:00",87
33,彰化,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-10-01 02:00",0.5
33,彰化,彰化縣,144,小時風向值,WD_HR,degrees,"2024-10-01 02:00",39
34,線西,彰化縣,1,二氧化硫,SO2,ppb,"2024-10-01 02:00",1.5
34,線西,彰化縣,2,一氧化碳,CO,ppm,"2024-10-01 02:00",0.28
34,線西,彰化縣,3,臭氧,O3,ppb,"2024-10-01 02:00",33.4
34,線西,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-10-01 02:00",65
34,線西,彰化縣,5,氮氧化物,NOx,ppb,"2024-10-01 02:00",8.9
34,線西,彰化縣,6,一氧化氮,NO,ppb,"2024-10-01 02:00",0.2
34,線西,彰化縣,7,二氧化氮,NO2,ppb,"2024-10-01 02:00",8.6
34,線西,彰化縣,8,總碳氫化物,THC,ppm,"2024-10-01 02:00",2.38
34,線西,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-10-01 02:00",0.11
34,線西,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-10-01 02:00",0.5
34,線西,彰化縣,11,風向,WIND_DIREC,degrees,"2024-10-01 02:00",222
34,線西,彰化縣,14,溫度,AMB_TEMP,℃,"2024-10-01 02:00",29.2
34,線西,彰化縣,23,雨量,RAINFALL,mm,"2024-10-01 02:00",0
34,線西,彰化縣,31,甲烷,CH4,ppm,"2024-10-01 02:00",2.27
34,線西,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-10-01 02:00",30
34,線西,彰化縣,38,相對濕度,RH,%,"2024-10-01 02:00",91
34,線西,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-10-01 02:00",0.8
34,線西,彰化縣,144,小時風向值,WD_HR,degrees,"2024-10-01 02:00",196
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2024-10-01 02:00",0.5
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2024-10-01 02:00",0.32
35,二林,彰化縣,3,臭氧,O3,ppb,"2024-10-01 02:00",13.3
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-10-01 02:00",63
35,二林,彰化縣,5,氮氧化物,NOx,ppb,"2024-10-01 02:00",9.8
35,二林,彰化縣,6,一氧化氮,NO,ppb,"2024-10-01 02:00",1.1
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2024-10-01 02:00",8.7
35,二林,彰化縣,8,總碳氫化物,THC,ppm,"2024-10-01 02:00",2.69
35,二林,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-10-01 02:00",0.06
35,二林,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-10-01 02:00",1.2
35,二林,彰化縣,11,風向,WIND_DIREC,degrees,"2024-10-01 02:00",179
35,二林,彰化縣,14,溫度,AMB_TEMP,℃,"2024-10-01 02:00",28.1
35,二林,彰化縣,23,雨量,RAINFALL,mm,"2024-10-01 02:00",0
35,二林,彰化縣,31,甲烷,CH4,ppm,"2024-10-01 02:00",2.63
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-10-01 02:00",34
35,二林,彰化縣,38,相對濕度,RH,%,"2024-10-01 02:00",100
35,二林,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-10-01 02:00",0.6
35,二林,彰化縣,144,小時風向值,WD_HR,degrees,"2024-10-01 02:00",172
85,大城,彰化縣,1,二氧化硫,SO2,ppb,"2024-10-01 02:00",0.7
85,大城,彰化縣,2,一氧化碳,CO,ppm,"2024-10-01 02:00",0.11
85,大城,彰化縣,3,臭氧,O3,ppb,"2024-10-01 02:00",9.6
85,大城,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-10-01 02:00",25
85,大城,彰化縣,5,氮氧化物,NOx,ppb,"2024-10-01 02:00",6.1
85,大城,彰化縣,6,一氧化氮,NO,ppb,"2024-10-01 02:00",1.3
85,大城,彰化縣,7,二氧化氮,NO2,ppb,"2024-10-01 02:00",4.7
85,大城,彰化縣,8,總碳氫化物,THC,ppm,"2024-10-01 02:00",2.83
85,大城,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-10-01 02:00",0.03
85,大城,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-10-01 02:00",0.2
85,大城,彰化縣,11,風向,WIND_DIREC,degrees,"2024-10-01 02:00",225
85,大城,彰化縣,14,溫度,AMB_TEMP,℃,"2024-10-01 02:00",28.7
85,大城,彰化縣,23,雨量,RAINFALL,mm,"2024-10-01 02:00",0
85,大城,彰化縣,31,甲烷,CH4,ppm,"2024-10-01 02:00",2.8
85,大城,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-10-01 02:00",6
85,大城,彰化縣,38,相對濕度,RH,%,"2024-10-01 02:00",98
85,大城,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-10-01 02:00",0.5
85,大城,彰化縣,144,小時風向值,WD_HR,degrees,"2024-10-01 02:00",196
85,大城,彰化縣,3,臭氧,O3,ppb,"2024-10-01 03:00",23.7
34,線西,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-10-01 03:00",56
34,線西,彰化縣,5,氮氧化物,NOx,ppb,"2024-10-01 03:00",8.3
34,線西,彰化縣,6,一氧化氮,NO,ppb,"2024-10-01 03:00",0.9
34,線西,彰化縣,7,二氧化氮,NO2,ppb,"2024-10-01 03:00",7.4
34,線西,彰化縣,8,總碳氫化物,THC,ppm,"2024-10-01 03:00",2.39
34,線西,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-10-01 03:00",0.12
34,線西,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-10-01 03:00",0.3
34,線西,彰化縣,11,風向,WIND_DIREC,degrees,"2024-10-01 03:00",268
34,線西,彰化縣,14,溫度,AMB_TEMP,℃,"2024-10-01 03:00",29
34,線西,彰化縣,23,雨量,RAINFALL,mm,"2024-10-01 03:00",0
34,線西,彰化縣,31,甲烷,CH4,ppm,"2024-10-01 03:00",2.27
34,線西,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-10-01 03:00",30
34,線西,彰化縣,38,相對濕度,RH,%,"2024-10-01 03:00",92
34,線西,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-10-01 03:00",0.2
34,線西,彰化縣,144,小時風向值,WD_HR,degrees,"2024-10-01 03:00",280
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2024-10-01 03:00",0.4
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2024-10-01 03:00",0.32
35,二林,彰化縣,3,臭氧,O3,ppb,"2024-10-01 03:00",12.4
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-10-01 03:00",56
35,二林,彰化縣,5,氮氧化物,NOx,ppb,"2024-10-01 03:00",11.1
35,二林,彰化縣,6,一氧化氮,NO,ppb,"2024-10-01 03:00",1.1
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2024-10-01 03:00",9.9
35,二林,彰化縣,8,總碳氫化物,THC,ppm,"2024-10-01 03:00",2.73
35,二林,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-10-01 03:00",0.07
35,二林,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-10-01 03:00",1.6
35,二林,彰化縣,11,風向,WIND_DIREC,degrees,"2024-10-01 03:00",198
35,二林,彰化縣,14,溫度,AMB_TEMP,℃,"2024-10-01 03:00",28
35,二林,彰化縣,23,雨量,RAINFALL,mm,"2024-10-01 03:00",0
35,二林,彰化縣,31,甲烷,CH4,ppm,"2024-10-01 03:00",2.66
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-10-01 03:00",35
35,二林,彰化縣,38,相對濕度,RH,%,"2024-10-01 03:00",100
35,二林,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-10-01 03:00",1.1
35,二林,彰化縣,144,小時風向值,WD_HR,degrees,"2024-10-01 03:00",181
85,大城,彰化縣,1,二氧化硫,SO2,ppb,"2024-10-01 03:00",0.8
85,大城,彰化縣,2,一氧化碳,CO,ppm,"2024-10-01 03:00",0.14
34,線西,彰化縣,3,臭氧,O3,ppb,"2024-10-01 03:00",30.4
85,大城,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-10-01 03:00",29
85,大城,彰化縣,5,氮氧化物,NOx,ppb,"2024-10-01 03:00",7.3
85,大城,彰化縣,6,一氧化氮,NO,ppb,"2024-10-01 03:00",2.1
85,大城,彰化縣,7,二氧化氮,NO2,ppb,"2024-10-01 03:00",5.2
85,大城,彰化縣,8,總碳氫化物,THC,ppm,"2024-10-01 03:00",2.92
85,大城,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-10-01 03:00",0.03
85,大城,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-10-01 03:00",2
85,大城,彰化縣,11,風向,WIND_DIREC,degrees,"2024-10-01 03:00",194
85,大城,彰化縣,14,溫度,AMB_TEMP,℃,"2024-10-01 03:00",28.6
85,大城,彰化縣,23,雨量,RAINFALL,mm,"2024-10-01 03:00",0
85,大城,彰化縣,31,甲烷,CH4,ppm,"2024-10-01 03:00",2.89
85,大城,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-10-01 03:00",8
85,大城,彰化縣,38,相對濕度,RH,%,"2024-10-01 03:00",96
85,大城,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-10-01 03:00",1.7
85,大城,彰化縣,144,小時風向值,WD_HR,degrees,"2024-10-01 03:00",194
34,線西,彰化縣,2,一氧化碳,CO,ppm,"2024-10-01 03:00",0.28
34,線西,彰化縣,1,二氧化硫,SO2,ppb,"2024-10-01 03:00",1.5
33,彰化,彰化縣,144,小時風向值,WD_HR,degrees,"2024-10-01 03:00",207
33,彰化,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-10-01 03:00",1.3
33,彰化,彰化縣,38,相對濕度,RH,%,"2024-10-01 03:00",89
33,彰化,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-10-01 03:00",29
33,彰化,彰化縣,31,甲烷,CH4,ppm,"2024-10-01 03:00",2.37
33,彰化,彰化縣,23,雨量,RAINFALL,mm,"2024-10-01 03:00",0
33,彰化,彰化縣,14,溫度,AMB_TEMP,℃,"2024-10-01 03:00",29
33,彰化,彰化縣,11,風向,WIND_DIREC,degrees,"2024-10-01 03:00",210
33,彰化,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-10-01 03:00",1.1
33,彰化,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-10-01 03:00",0.11
33,彰化,彰化縣,8,總碳氫化物,THC,ppm,"2024-10-01 03:00",2.48
33,彰化,彰化縣,7,二氧化氮,NO2,ppb,"2024-10-01 03:00",6.4
33,彰化,彰化縣,6,一氧化氮,NO,ppb,"2024-10-01 03:00",0.6
33,彰化,彰化縣,5,氮氧化物,NOx,ppb,"2024-10-01 03:00",7
33,彰化,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-10-01 03:00",53
33,彰化,彰化縣,3,臭氧,O3,ppb,"2024-10-01 03:00",24.8
33,彰化,彰化縣,2,一氧化碳,CO,ppm,"2024-10-01 03:00",0.28
33,彰化,彰化縣,1,二氧化硫,SO2,ppb,"2024-10-01 03:00",1.7
34,線西,彰化縣,3,臭氧,O3,ppb,"2024-10-01 04:00",29.6
34,線西,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-10-01 04:00",61
34,線西,彰化縣,5,氮氧化物,NOx,ppb,"2024-10-01 04:00",7.8
34,線西,彰化縣,6,一氧化氮,NO,ppb,"2024-10-01 04:00",0.7
34,線西,彰化縣,7,二氧化氮,NO2,ppb,"2024-10-01 04:00",7.1
34,線西,彰化縣,8,總碳氫化物,THC,ppm,"2024-10-01 04:00",2.43
34,線西,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-10-01 04:00",0.09
34,線西,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-10-01 04:00",0.3
34,線西,彰化縣,11,風向,WIND_DIREC,degrees,"2024-10-01 04:00",206
34,線西,彰化縣,14,溫度,AMB_TEMP,℃,"2024-10-01 04:00",28.9
34,線西,彰化縣,23,雨量,RAINFALL,mm,"2024-10-01 04:00",0
34,線西,彰化縣,31,甲烷,CH4,ppm,"2024-10-01 04:00",2.34
34,線西,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2024-10-01 04:00",38
34,線西,彰化縣,38,相對濕度,RH,%,"2024-10-01 04:00",93
34,線西,彰化縣,143,小時風速值,WS_HR,m/sec,"2024-10-01 04:00",0.7
34,線西,彰化縣,144,小時風向值,WD_HR,degrees,"2024-10-01 04:00",233
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2024-10-01 04:00",0.7
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2024-10-01 04:00",0.34
35,二林,彰化縣,3,臭氧,O3,ppb,"2024-10-01 04:00",15.9
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2024-10-01 04:00",62
35,二林,彰化縣,5,氮氧化物,NOx,ppb,"2024-10-01 04:00",8.7
35,二林,彰化縣,6,一氧化氮,NO,ppb,"2024-10-01 04:00",0.9
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2024-10-01 04:00",7.7
35,二林,彰化縣,8,總碳氫化物,THC,ppm,"2024-10-01 04:00",2.75
35,二林,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2024-10-01 04:00",0.08
35,二林,彰化縣,10,風速,WIND_SPEED,m/sec,"2024-10-01 04:00",1.3
35,二林,彰化縣,11,風向,WIND_DIREC,degrees,"2024-10-01 04:00",322
