siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-01 00:00",0.2
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-02-01 00:00",0.34
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-02-01 00:00",22
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-01 00:00",39
35,二林,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-01 00:00",7.2
35,二林,彰化縣,6,一氧化氮,NO,ppb,"2025-02-01 00:00",0.4
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-01 00:00",6
35,二林,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-01 00:00",2.12
35,二林,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-01 00:00",0.04
35,二林,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-01 00:00",1.4
33,彰化,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-01 00:00",0.5
35,二林,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-01 00:00",60
35,二林,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-01 00:00",16.4
35,二林,彰化縣,23,雨量,RAINFALL,mm,"2025-02-01 00:00",0.5
35,二林,彰化縣,31,甲烷,CH4,ppm,"2025-02-01 00:00",2.08
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-01 00:00",30
35,二林,彰化縣,38,相對濕度,RH,%,"2025-02-01 00:00",100
35,二林,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-01 00:00",1.4
35,二林,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-01 00:00",56
85,大城,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-01 00:00",1.4
85,大城,彰化縣,2,一氧化碳,CO,ppm,"2025-02-01 00:00",0.23
85,大城,彰化縣,3,臭氧,O3,ppb,"2025-02-01 00:00",25
85,大城,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-01 00:00",42
85,大城,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-01 00:00",5
85,大城,彰化縣,6,一氧化氮,NO,ppb,"2025-02-01 00:00",0.8
85,大城,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-01 00:00",4
85,大城,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-01 00:00",2.42
85,大城,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-01 00:00",0.03
85,大城,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-01 00:00",2.2
85,大城,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-01 00:00",93
85,大城,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-01 00:00",17.2
85,大城,彰化縣,23,雨量,RAINFALL,mm,"2025-02-01 00:00",0
85,大城,彰化縣,31,甲烷,CH4,ppm,"2025-02-01 00:00",2.39
85,大城,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-01 00:00",21
85,大城,彰化縣,38,相對濕度,RH,%,"2025-02-01 00:00",98
85,大城,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-01 00:00",1.7
85,大城,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-01 00:00",85
139,員林,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-01 00:00",1
139,員林,彰化縣,2,一氧化碳,CO,ppm,"2025-02-01 00:00",0.44
139,員林,彰化縣,3,臭氧,O3,ppb,"2025-02-01 00:00",17
139,員林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-01 00:00",36
139,員林,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-01 00:00",11.4
139,員林,彰化縣,6,一氧化氮,NO,ppb,"2025-02-01 00:00",1.2
139,員林,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-01 00:00",10
139,員林,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-01 00:00",2.37
139,員林,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-01 00:00",0.11
139,員林,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-01 00:00",0.3
139,員林,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-01 00:00",53
139,員林,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-01 00:00",
139,員林,彰化縣,23,雨量,RAINFALL,mm,"2025-02-01 00:00",
139,員林,彰化縣,31,甲烷,CH4,ppm,"2025-02-01 00:00",2.25
139,員林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-01 00:00",25
139,員林,彰化縣,38,相對濕度,RH,%,"2025-02-01 00:00",
139,員林,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-01 00:00",
139,員林,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-01 00:00",
33,彰化,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-01 01:00",0.4
33,彰化,彰化縣,2,一氧化碳,CO,ppm,"2025-02-01 01:00",0.37
33,彰化,彰化縣,3,臭氧,O3,ppb,"2025-02-01 01:00",11
33,彰化,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-01 01:00",28
33,彰化,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-01 01:00",12.7
33,彰化,彰化縣,6,一氧化氮,NO,ppb,"2025-02-01 01:00",1.4
33,彰化,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-01 01:00",11
33,彰化,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-01 01:00",2.29
33,彰化,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-01 01:00",0.09
33,彰化,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-01 01:00",0.3
33,彰化,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-01 01:00",188
33,彰化,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-01 01:00",17.3
33,彰化,彰化縣,23,雨量,RAINFALL,mm,"2025-02-01 01:00",0
33,彰化,彰化縣,31,甲烷,CH4,ppm,"2025-02-01 01:00",2.21
33,彰化,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-01 01:00",24
33,彰化,彰化縣,38,相對濕度,RH,%,"2025-02-01 01:00",97
33,彰化,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-01 01:00",0
33,彰化,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-01 01:00",180
34,線西,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-01 01:00",0.5
34,線西,彰化縣,2,一氧化碳,CO,ppm,"2025-02-01 01:00",0.44
34,線西,彰化縣,3,臭氧,O3,ppb,"2025-02-01 01:00",13
34,線西,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-01 01:00",31
34,線西,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-01 01:00",12.9
34,線西,彰化縣,6,一氧化氮,NO,ppb,"2025-02-01 01:00",0.6
34,線西,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-01 01:00",12
34,線西,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-01 01:00",2.17
34,線西,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-01 01:00",0.08
34,線西,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-01 01:00",1.7
34,線西,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-01 01:00",132
34,線西,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-01 01:00",17
34,線西,彰化縣,23,雨量,RAINFALL,mm,"2025-02-01 01:00",0
34,線西,彰化縣,31,甲烷,CH4,ppm,"2025-02-01 01:00",2.09
34,線西,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-01 01:00",26
34,線西,彰化縣,38,相對濕度,RH,%,"2025-02-01 01:00",100
34,線西,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-01 01:00",1.7
34,線西,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-01 01:00",117
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-01 01:00",0.6
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-02-01 01:00",0.34
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-02-01 01:00",17
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-01 01:00",37
35,二林,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-01 01:00",9.5
35,二林,彰化縣,6,一氧化氮,NO,ppb,"2025-02-01 01:00",0.8
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-01 01:00",8
35,二林,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-01 01:00",2.17
35,二林,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-01 01:00",0.05
35,二林,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-01 01:00",0.9
35,二林,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-01 01:00",66
35,二林,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-01 01:00",16.5
35,二林,彰化縣,23,雨量,RAINFALL,mm,"2025-02-01 01:00",0
35,二林,彰化縣,31,甲烷,CH4,ppm,"2025-02-01 01:00",2.12
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-01 01:00",24
35,二林,彰化縣,38,相對濕度,RH,%,"2025-02-01 01:00",100
35,二林,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-01 01:00",1.2
35,二林,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-01 01:00",64
85,大城,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-01 01:00",0.7
85,大城,彰化縣,2,一氧化碳,CO,ppm,"2025-02-01 01:00",0.31
85,大城,彰化縣,3,臭氧,O3,ppb,"2025-02-01 01:00",19
85,大城,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-01 01:00",38
85,大城,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-01 01:00",5.7
85,大城,彰化縣,6,一氧化氮,NO,ppb,"2025-02-01 01:00",1
85,大城,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-01 01:00",4
85,大城,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-01 01:00",2.29
85,大城,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-01 01:00",0.05
85,大城,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-01 01:00",1.7
85,大城,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-01 01:00",111
85,大城,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-01 01:00",17.3
85,大城,彰化縣,23,雨量,RAINFALL,mm,"2025-02-01 01:00",0
85,大城,彰化縣,31,甲烷,CH4,ppm,"2025-02-01 01:00",2.25
85,大城,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-01 01:00",30
85,大城,彰化縣,38,相對濕度,RH,%,"2025-02-01 01:00",98
85,大城,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-01 01:00",1.7
85,大城,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-01 01:00",101
139,員林,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-01 01:00",1
139,員林,彰化縣,2,一氧化碳,CO,ppm,"2025-02-01 01:00",0.44
139,員林,彰化縣,3,臭氧,O3,ppb,"2025-02-01 01:00",10
139,員林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-01 01:00",37
139,員林,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-01 01:00",12.8
139,員林,彰化縣,6,一氧化氮,NO,ppb,"2025-02-01 01:00",1.1
139,員林,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-01 01:00",11
139,員林,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-01 01:00",2.37
139,員林,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-01 01:00",0.11
139,員林,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-01 01:00",0.9
139,員林,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-01 01:00",332
139,員林,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-01 01:00",
139,員林,彰化縣,23,雨量,RAINFALL,mm,"2025-02-01 01:00",
139,員林,彰化縣,31,甲烷,CH4,ppm,"2025-02-01 01:00",2.25
139,員林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-01 01:00",30
139,員林,彰化縣,38,相對濕度,RH,%,"2025-02-01 01:00",
139,員林,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-01 01:00",
139,員林,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-01 01:00",
33,彰化,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-01 02:00",0.4
33,彰化,彰化縣,2,一氧化碳,CO,ppm,"2025-02-01 02:00",0.3
33,彰化,彰化縣,3,臭氧,O3,ppb,"2025-02-01 02:00",15
33,彰化,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-01 02:00",19
33,彰化,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-01 02:00",9.9
33,彰化,彰化縣,6,一氧化氮,NO,ppb,"2025-02-01 02:00",1.5
33,彰化,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-01 02:00",8
33,彰化,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-01 02:00",2.22
33,彰化,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-01 02:00",0.06
33,彰化,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-01 02:00",0.3
33,彰化,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-01 02:00",302
33,彰化,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-01 02:00",18
33,彰化,彰化縣,23,雨量,RAINFALL,mm,"2025-02-01 02:00",0
33,彰化,彰化縣,31,甲烷,CH4,ppm,"2025-02-01 02:00",2.16
33,彰化,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-01 02:00",22
33,彰化,彰化縣,38,相對濕度,RH,%,"2025-02-01 02:00",96
33,彰化,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-01 02:00",0.2
33,彰化,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-01 02:00",316
34,線西,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-01 02:00",0.3
34,線西,彰化縣,2,一氧化碳,CO,ppm,"2025-02-01 02:00",0.47
34,線西,彰化縣,3,臭氧,O3,ppb,"2025-02-01 02:00",8
34,線西,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-01 02:00",36
34,線西,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-01 02:00",15.6
34,線西,彰化縣,6,一氧化氮,NO,ppb,"2025-02-01 02:00",0.4
34,線西,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-01 02:00",15
34,線西,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-01 02:00",2.24
34,線西,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-01 02:00",0.1
34,線西,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-01 02:00",0.6
34,線西,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-01 02:00",127
34,線西,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-01 02:00",17.3
34,線西,彰化縣,23,雨量,RAINFALL,mm,"2025-02-01 02:00",0.5
34,線西,彰化縣,31,甲烷,CH4,ppm,"2025-02-01 02:00",2.14
34,線西,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-01 02:00",30
34,線西,彰化縣,38,相對濕度,RH,%,"2025-02-01 02:00",100
34,線西,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-01 02:00",0.6
34,線西,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-01 02:00",130
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-01 02:00",0.5
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-02-01 02:00",0.39
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-02-01 02:00",10
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-01 02:00",35
35,二林,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-01 02:00",9.6
35,二林,彰化縣,6,一氧化氮,NO,ppb,"2025-02-01 02:00",0.7
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-01 02:00",8
35,二林,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-01 02:00",2.22
35,二林,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-01 02:00",0.08
35,二林,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-01 02:00",1.5
35,二林,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-01 02:00",106
35,二林,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-01 02:00",16.6
35,二林,彰化縣,23,雨量,RAINFALL,mm,"2025-02-01 02:00",0
35,二林,彰化縣,31,甲烷,CH4,ppm,"2025-02-01 02:00",2.14
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-01 02:00",29
35,二林,彰化縣,38,相對濕度,RH,%,"2025-02-01 02:00",100
35,二林,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-01 02:00",1.3
35,二林,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-01 02:00",87
85,大城,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-01 02:00",0.8
85,大城,彰化縣,2,一氧化碳,CO,ppm,"2025-02-01 02:00",0.33
85,大城,彰化縣,3,臭氧,O3,ppb,"2025-02-01 02:00",14
85,大城,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-01 02:00",36
85,大城,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-01 02:00",5.8
85,大城,彰化縣,6,一氧化氮,NO,ppb,"2025-02-01 02:00",0.9
85,大城,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-01 02:00",4
85,大城,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-01 02:00",2.41
85,大城,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-01 02:00",0.05
85,大城,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-01 02:00",0.6
85,大城,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-01 02:00",153
85,大城,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-01 02:00",17.4
85,大城,彰化縣,23,雨量,RAINFALL,mm,"2025-02-01 02:00",0
85,大城,彰化縣,31,甲烷,CH4,ppm,"2025-02-01 02:00",2.36
85,大城,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-01 02:00",34
85,大城,彰化縣,38,相對濕度,RH,%,"2025-02-01 02:00",98
85,大城,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-01 02:00",0.7
85,大城,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-01 02:00",100
139,員林,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-01 02:00",1
139,員林,彰化縣,2,一氧化碳,CO,ppm,"2025-02-01 02:00",0.45
139,員林,彰化縣,3,臭氧,O3,ppb,"2025-02-01 02:00",9
139,員林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-01 02:00",37
139,員林,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-01 02:00",11.1
139,員林,彰化縣,6,一氧化氮,NO,ppb,"2025-02-01 02:00",0.9
139,員林,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-01 02:00",10
139,員林,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-01 02:00",2.31
139,員林,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-01 02:00",0.08
139,員林,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-01 02:00",2.4
139,員林,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-01 02:00",86
139,員林,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-01 02:00",
139,員林,彰化縣,23,雨量,RAINFALL,mm,"2025-02-01 02:00",
139,員林,彰化縣,31,甲烷,CH4,ppm,"2025-02-01 02:00",2.23
139,員林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-01 02:00",29
139,員林,彰化縣,38,相對濕度,RH,%,"2025-02-01 02:00",
139,員林,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-01 02:00",
139,員林,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-01 02:00",
33,彰化,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-01 03:00",0.5
33,彰化,彰化縣,2,一氧化碳,CO,ppm,"2025-02-01 03:00",0.35
33,彰化,彰化縣,3,臭氧,O3,ppb,"2025-02-01 03:00",13
33,彰化,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-01 03:00",22
33,彰化,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-01 03:00",8.4
33,彰化,彰化縣,6,一氧化氮,NO,ppb,"2025-02-01 03:00",1.3
33,彰化,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-01 03:00",7
33,彰化,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-01 03:00",2.34
33,彰化,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-01 03:00",0.08
33,彰化,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-01 03:00",0.3
33,彰化,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-01 03:00",45
33,彰化,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-01 03:00",18
33,彰化,彰化縣,23,雨量,RAINFALL,mm,"2025-02-01 03:00",0
33,彰化,彰化縣,31,甲烷,CH4,ppm,"2025-02-01 03:00",2.25
33,彰化,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-01 03:00",21
33,彰化,彰化縣,38,相對濕度,RH,%,"2025-02-01 03:00",95
33,彰化,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-01 03:00",0.1
33,彰化,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-01 03:00",329
34,線西,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-01 03:00",0.4
34,線西,彰化縣,2,一氧化碳,CO,ppm,"2025-02-01 03:00",0.47
34,線西,彰化縣,3,臭氧,O3,ppb,"2025-02-01 03:00",7
34,線西,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-01 03:00",32
34,線西,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-01 03:00",17.7
34,線西,彰化縣,6,一氧化氮,NO,ppb,"2025-02-01 03:00",0
34,線西,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-01 03:00",17
34,線西,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-01 03:00",2.31
34,線西,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-01 03:00",0.13
34,線西,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-01 03:00",1
34,線西,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-01 03:00",128
34,線西,彰化縣,14,溫度,AMB_TEMP,℃,"2025-02-01 03:00",17.5
34,線西,彰化縣,23,雨量,RAINFALL,mm,"2025-02-01 03:00",0
34,線西,彰化縣,31,甲烷,CH4,ppm,"2025-02-01 03:00",2.19
34,線西,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-02-01 03:00",25
34,線西,彰化縣,38,相對濕度,RH,%,"2025-02-01 03:00",100
34,線西,彰化縣,143,小時風速值,WS_HR,m/sec,"2025-02-01 03:00",0.7
34,線西,彰化縣,144,小時風向值,WD_HR,degrees,"2025-02-01 03:00",137
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-02-01 03:00",0.3
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-02-01 03:00",0.42
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-02-01 03:00",7
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-02-01 03:00",37
35,二林,彰化縣,5,氮氧化物,NOx,ppb,"2025-02-01 03:00",10.5
35,二林,彰化縣,6,一氧化氮,NO,ppb,"2025-02-01 03:00",0.8
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-02-01 03:00",9
35,二林,彰化縣,8,總碳氫化物,THC,ppm,"2025-02-01 03:00",2.33
35,二林,彰化縣,9,非甲烷碳氫化合物,NMHC,ppm,"2025-02-01 03:00",0.08
35,二林,彰化縣,10,風速,WIND_SPEED,m/sec,"2025-02-01 03:00",0.7
35,二林,彰化縣,11,風向,WIND_DIREC,degrees,"2025-02-01 03:00",177
